ORIG_FID,ORIG_LEN,ORIG_SEQ,SUM_Shape_Length,Shape_Length,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,Nearest_Shoreline
1,0.000000000000000,1,3.625972725172009,3.625972725172009,63,0.118776274228575,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.000943705282813,2,3.625972725172009,3.625972725172009,63,0.118781114565028,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.001887410565627,3,3.625972725172009,3.625972725172009,63,0.118793451210553,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.002831115848440,4,3.625972725172009,3.625972725172009,63,0.118813283043648,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.003774821131253,5,3.625972725172009,3.625972725172009,63,0.119555611593605,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.004718526414067,6,3.625972725172009,3.625972725172009,63,0.120444132787258,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.005662231696880,7,3.625972725172009,3.625972725172009,63,0.121333486687972,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.006605936979693,8,3.625972725172009,3.625972725172009,63,0.122223656349237,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.007549642262507,9,3.625972725172009,3.625972725172009,63,0.123114622841176,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.008493347545320,10,3.625972725172009,3.625972725172009,63,0.124006369598287,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.009437052828134,11,3.625972725172009,3.625972725172009,63,0.124898881314676,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.010380758110947,12,3.625972725172009,3.625972725172009,63,0.125792138924631,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.011324463393760,13,3.625972725172009,3.625972725172009,63,0.126686128661836,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.012268168676574,14,3.625972725172009,3.625972725172009,63,0.127580833881313,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.013211873959387,15,3.625972725172009,3.625972725172009,63,0.128476240893428,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.014155579242200,16,3.625972725172009,3.625972725172009,63,0.129372333864606,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.015099284525014,17,3.625972725172009,3.625972725172009,63,0.130269099904676,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.016042989807827,18,3.625972725172009,3.625972725172009,63,0.131166523939628,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.016986695090640,19,3.625972725172009,3.625972725172009,63,0.132064593828015,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.017930400373454,20,3.625972725172009,3.625972725172009,63,0.132963295207147,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.018874105656267,21,3.625972725172009,3.625972725172009,63,0.133862616637538,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.019817810939080,22,3.625972725172009,3.625972725172009,63,0.134762544423089,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.020761516221894,23,3.625972725172009,3.625972725172009,63,0.135663067782858,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.021705221504707,24,3.625972725172009,3.625972725172009,63,0.136564173645701,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.022648926787520,25,3.625972725172009,3.625972725172009,63,0.137465851848917,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.023592632070334,26,3.625972725172009,3.625972725172009,63,0.138368089907997,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.024536337353147,27,3.625972725172009,3.625972725172009,63,0.139270878993866,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.025480042635960,28,3.625972725172009,3.625972725172009,63,0.140174205665404,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.026423747918774,29,3.625972725172009,3.625972725172009,63,0.141078061640490,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.027367453201587,30,3.625972725172009,3.625972725172009,63,0.141982435503067,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.028311158484401,31,3.625972725172009,3.625972725172009,63,0.142887318066417,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.029254863767214,32,3.625972725172009,3.625972725172009,63,0.143792700391760,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.030198569050027,33,3.625972725172009,3.625972725172009,63,0.144609122821628,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.031142274332841,34,3.625972725172009,3.625972725172009,63,0.145416020077014,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
1,0.032085979615654,35,3.625972725172009,3.625972725172009,63,0.146224555204642,-64.849505884008309,18.231684864917334,"Frenchcap, U.S. Virgin Islands"
