pointid,grid_code,Latitude_DD,Longitude_DD
68555,-1753,17.871559019999999,-64.247237940000005
68556,-1708,17.871586510000000,-64.242933080000000
68557,-1658,17.871613910000001,-64.238628219999995
68558,-1618,17.871641220000001,-64.234323349999997
68559,-1585,17.871668430000000,-64.230018470000005
68560,-1556,17.871695540000001,-64.225713580000004
68561,-1538,17.871722559999998,-64.221408690000004
68562,-1543,17.871749479999998,-64.217103780000002
68563,-1559,17.871776310000001,-64.212798870000000
68564,-1577,17.871803050000000,-64.208493959999998
68600,-827,17.872702199999999,-64.053512150000003
68601,-795,17.872725419999998,-64.049206979999994
68602,-783,17.872748540000000,-64.044901789999997
68603,-774,17.872771570000001,-64.040596600000001
68604,-760,17.872794500000001,-64.036291410000004
68605,-742,17.872817340000001,-64.031986200000006
68606,-735,17.872840080000000,-64.027680989999993
68907,-4476,17.862112790000001,-64.905729820000005
68908,-4437,17.862154799999999,-64.901426560000004
68909,-4344,17.862196709999999,-64.897123289999996
68910,-4253,17.862238529999999,-64.892820000000000
68911,-4188,17.862280259999999,-64.888516699999997
68912,-4130,17.862321890000000,-64.884213399999993
68913,-4030,17.862363420000001,-64.879910069999994
68914,-3936,17.862404860000002,-64.875606739999995
68915,-3893,17.862446210000002,-64.871303400000002
68916,-3872,17.862487460000001,-64.867000039999994
68917,-3841,17.862528619999999,-64.862696679999999
68918,-3836,17.862569680000000,-64.858393300000003
68949,-3302,17.863795530000001,-64.724982969999999
68950,-3291,17.863833549999999,-64.720679239999996
68951,-3264,17.863871480000000,-64.716375490000004
68952,-3243,17.863909320000001,-64.712071739999999
68953,-3250,17.863947060000001,-64.707767970000006
68954,-3256,17.863984700000000,-64.703464190000005
68955,-3237,17.864022259999999,-64.699160410000005
69009,-1053,17.865909080000002,-64.466740920000007
69010,-1166,17.865941410000001,-64.462436589999996
69011,-1264,17.865973640000000,-64.458132259999999
69012,-1324,17.866005779999998,-64.453827910000001
69013,-1343,17.866037830000000,-64.449523549999995
69014,-1342,17.866069780000000,-64.445219190000003
69015,-1326,17.866101640000000,-64.440914820000003
69016,-1280,17.866133399999999,-64.436610439999995
69017,-1225,17.866165060000000,-64.432306040000000
69018,-1215,17.866196639999998,-64.428001640000005
69019,-1231,17.866228110000002,-64.423697239999996
69020,-1236,17.866259490000001,-64.419392819999999
69021,-1229,17.866290780000000,-64.415088389999994
69022,-1217,17.866321970000001,-64.410783960000003
69023,-1209,17.866353069999999,-64.406479509999997
69024,-1192,17.866384069999999,-64.402175060000005
69025,-1186,17.866414979999998,-64.397870600000005
69026,-1204,17.866445790000000,-64.393566129999996
69027,-1225,17.866476500000001,-64.389261649999995
69028,-1250,17.866507120000001,-64.384957159999999
69029,-1278,17.866537650000001,-64.380652670000003
69030,-1320,17.866568080000000,-64.376348160000006
69031,-1372,17.866598419999999,-64.372043649999995
69032,-1408,17.866628660000000,-64.367739130000004
69033,-1442,17.866658810000001,-64.363434600000005
69034,-1475,17.866688860000000,-64.359130059999998
69035,-1506,17.866718819999999,-64.354825509999998
69036,-1529,17.866748680000001,-64.350520959999997
69037,-1553,17.866778450000002,-64.346216389999995
69038,-1575,17.866808120000002,-64.341911820000007
69039,-1596,17.866837700000001,-64.337607239999997
69040,-1615,17.866867180000000,-64.333302649999993
69041,-1633,17.866896560000001,-64.328998060000004
69042,-1647,17.866925859999998,-64.324693449999998
69043,-1657,17.866955050000001,-64.320388840000007
69044,-1668,17.866984160000001,-64.316084219999993
69045,-1676,17.867013159999999,-64.311779590000000
69046,-1685,17.867042080000001,-64.307474950000000
69047,-1691,17.867070890000001,-64.303170300000005
69048,-1753,17.867099620000001,-64.298865649999996
69049,-1860,17.867128240000000,-64.294560989999994
69050,-1858,17.867156779999998,-64.290256319999997
69051,-1882,17.867185209999999,-64.285951639999993
69052,-1912,17.867213560000000,-64.281646949999995
69053,-1916,17.867241799999999,-64.277342259999998
69054,-1899,17.867269960000002,-64.273037560000006
69055,-1839,17.867298009999999,-64.268732850000006
69056,-1758,17.867325980000000,-64.264428129999999
69057,-1705,17.867353840000000,-64.260123399999998
69058,-1700,17.867381620000000,-64.255818669999996
69059,-1673,17.867409290000001,-64.251513930000002
69060,-1639,17.867436880000000,-64.247209179999999
69061,-1598,17.867464360000000,-64.242904420000002
69062,-1560,17.867491760000000,-64.238599660000006
69063,-1535,17.867519049999999,-64.234294879999993
69064,-1518,17.867546260000001,-64.229990099999995
69065,-1503,17.867573360000002,-64.225685319999997
69066,-1492,17.867600379999999,-64.221380519999997
69067,-1494,17.867627290000001,-64.217075719999997
69105,-820,17.868579780000001,-64.053487860000004
69106,-787,17.868602989999999,-64.049182779999995
69107,-776,17.868626110000001,-64.044877700000001
69108,-769,17.868649130000001,-64.040572609999998
69109,-756,17.868672060000002,-64.036267510000002
69110,-735,17.868694890000000,-64.031962410000006
69111,-729,17.868717629999999,-64.027657300000001
69414,-4209,17.858075860000000,-64.897079570000002
69415,-4077,17.858117669999999,-64.892776389999995
69416,-3999,17.858159380000000,-64.888473189999999
69417,-3945,17.858201000000001,-64.884169979999996
69418,-3867,17.858242529999998,-64.879866759999999
69419,-3784,17.858283960000001,-64.875563520000000
69420,-3727,17.858325290000000,-64.871260280000001
69421,-3705,17.858366530000001,-64.866957020000001
69422,-3701,17.858407679999999,-64.862653750000007
69423,-3730,17.858448729999999,-64.858350470000005
69424,-3780,17.858489689999999,-64.854047179999995
69454,-3163,17.859674280000000,-64.724943220000000
69455,-3167,17.859712290000001,-64.720639579999997
69456,-3150,17.859750210000001,-64.716335939999993
69457,-3125,17.859788040000002,-64.712032280000003
69458,-3128,17.859825770000000,-64.707728610000004
69459,-3132,17.859863409999999,-64.703424940000005
69460,-3107,17.859900950000000,-64.699121250000005
69508,-915,17.861591380000000,-64.492532290000000
69509,-921,17.861624270000000,-64.488228120000002
69510,-941,17.861657070000000,-64.483923939999997
69511,-919,17.861689770000002,-64.479619740000004
69512,-880,17.861722380000000,-64.475315539999997
69513,-894,17.861754890000000,-64.471011329999996
69514,-982,17.861787310000000,-64.466707110000002
69515,-1096,17.861819629999999,-64.462402879999999
69516,-1185,17.861851860000002,-64.458098649999997
69517,-1230,17.861883989999999,-64.453794400000007
69518,-1244,17.861916030000000,-64.449490139999995
69519,-1247,17.861947969999999,-64.445185879999997
69520,-1240,17.861979819999998,-64.440881599999997
69521,-1197,17.862011570000000,-64.436577319999998
69522,-1135,17.862043230000001,-64.432273030000005
69523,-1124,17.862074799999998,-64.427968730000003
69524,-1152,17.862106260000001,-64.423664419999994
69525,-1167,17.862137640000000,-64.419360100000006
69526,-1157,17.862168919999998,-64.415055769999995
69527,-1132,17.862200099999999,-64.410751439999999
69528,-1124,17.862231189999999,-64.406447090000000
69529,-1119,17.862262179999998,-64.402142740000002
69530,-1131,17.862293080000001,-64.397838379999996
69531,-1162,17.862323889999999,-64.393534009999996
69532,-1194,17.862354589999999,-64.389229630000003
69533,-1225,17.862385209999999,-64.384925240000001
69534,-1255,17.862415729999999,-64.380620840000006
69535,-1293,17.862446150000000,-64.376316439999997
69536,-1342,17.862476480000002,-64.372012020000000
69537,-1382,17.862506719999999,-64.367707600000003
69538,-1417,17.862536859999999,-64.363403169999998
69539,-1450,17.862566900000001,-64.359098729999999
69540,-1479,17.862596849999999,-64.354794279999993
69541,-1503,17.862626700000000,-64.350489830000001
69542,-1528,17.862656460000000,-64.346185360000007
69543,-1550,17.862686130000000,-64.341880889999999
69544,-1571,17.862715699999999,-64.337576409999997
69545,-1588,17.862745170000000,-64.333271920000001
69546,-1603,17.862774550000001,-64.328967419999998
69547,-1615,17.862803840000002,-64.324662919999994
69548,-1624,17.862833030000001,-64.320358400000003
69549,-1630,17.862862119999999,-64.316053879999998
69550,-1634,17.862891120000000,-64.311749349999999
69551,-1645,17.862920030000002,-64.307444810000007
69552,-1656,17.862948840000001,-64.303140260000006
69553,-1688,17.862977550000000,-64.298835710000006
69554,-1836,17.863006169999998,-64.294531140000004
69555,-1864,17.863034700000000,-64.290226570000002
69556,-1872,17.863063130000000,-64.285921990000006
69557,-1877,17.863091470000001,-64.281617409999996
69558,-1863,17.863119709999999,-64.277312809999998
69559,-1821,17.863147850000001,-64.273008210000000
69560,-1741,17.863175900000002,-64.268703599999995
69561,-1646,17.863203859999999,-64.264398979999996
69610,-812,17.864457349999999,-64.053463570000005
69611,-783,17.864480560000001,-64.049158590000005
69612,-775,17.864503670000001,-64.044853610000004
69613,-766,17.864526690000002,-64.040548619999996
69614,-754,17.864549610000001,-64.036243619999993
69615,-734,17.864572440000000,-64.031938609999997
69616,-728,17.864595170000001,-64.027633600000001
69920,-3941,17.853996800000001,-64.892732780000003
69921,-3841,17.854038500000001,-64.888429680000002
69922,-3777,17.854080110000002,-64.884126570000006
69923,-3719,17.854121630000002,-64.879823450000004
69924,-3662,17.854163050000000,-64.875520309999999
69925,-3603,17.854204370000001,-64.871217169999994
69926,-3570,17.854245599999999,-64.866914010000002
69927,-3570,17.854286739999999,-64.862610840000002
69928,-3609,17.854327779999998,-64.858307659999994
69929,-3682,17.854368730000001,-64.854004470000007
69930,-3762,17.854409579999999,-64.849701269999997
69931,-3811,17.854450340000000,-64.845398050000000
69959,-3011,17.855553029999999,-64.724903479999995
69960,-3024,17.855591029999999,-64.720599940000000
69961,-3024,17.855628939999999,-64.716296389999997
69962,-2996,17.855666759999998,-64.711992839999994
69963,-2992,17.855704480000000,-64.707689270000003
69964,-2994,17.855742110000001,-64.703385690000005
69965,-2970,17.855779640000002,-64.699082099999998
70008,-1083,17.857303810000001,-64.514018129999997
70009,-1035,17.857337170000001,-64.509714110000004
70010,-977,17.857370430000000,-64.505410069999996
70011,-931,17.857403600000001,-64.501106019999995
70012,-893,17.857436679999999,-64.496801970000007
70013,-856,17.857469660000000,-64.492497900000004
70014,-831,17.857502539999999,-64.488193830000000
70015,-840,17.857535330000001,-64.483889739999995
70016,-837,17.857568019999999,-64.479585650000004
70017,-811,17.857600619999999,-64.475281550000005
70018,-826,17.857633130000000,-64.470977430000005
70019,-908,17.857665539999999,-64.466673310000004
70020,-1013,17.857697850000001,-64.462369179999996
70021,-1082,17.857730069999999,-64.458065050000002
70022,-1114,17.857762200000000,-64.453760900000006
70023,-1129,17.857794230000000,-64.449456740000002
70024,-1136,17.857826159999998,-64.445152579999998
70025,-1131,17.857858000000000,-64.440848399999993
70026,-1083,17.857889749999998,-64.436544220000002
70027,-993,17.857921399999999,-64.432240019999995
70028,-993,17.857952950000001,-64.427935820000002
70029,-1053,17.857984420000001,-64.423631610000001
70030,-1051,17.858015779999999,-64.419327390000007
70031,-1029,17.858047050000000,-64.415023160000004
70032,-1016,17.858078230000000,-64.410718930000002
70033,-1032,17.858109310000000,-64.406414679999997
70034,-1065,17.858140299999999,-64.402110429999993
70035,-1110,17.858171190000000,-64.397806169999996
70036,-1149,17.858201980000000,-64.393501889999996
70037,-1181,17.858232680000000,-64.389197609999997
70038,-1213,17.858263290000000,-64.384893320000003
70039,-1244,17.858293799999998,-64.380589029999996
70040,-1281,17.858324220000000,-64.376284720000001
70041,-1322,17.858354540000001,-64.371980410000006
70042,-1361,17.858384770000001,-64.367676079999995
70043,-1395,17.858414900000000,-64.363371749999999
70044,-1426,17.858444939999998,-64.359067409999994
70045,-1452,17.858474879999999,-64.354763059999996
70046,-1474,17.858504730000000,-64.350458700000004
70047,-1497,17.858534479999999,-64.346154339999998
70048,-1519,17.858564139999999,-64.341849969999998
70049,-1539,17.858593700000000,-64.337545579999997
70050,-1556,17.858623170000001,-64.333241189999995
70051,-1571,17.858652540000001,-64.328936790000000
70052,-1581,17.858681820000001,-64.324632390000005
70053,-1583,17.858711000000000,-64.320327969999994
70054,-1587,17.858740090000001,-64.316023549999997
70055,-1595,17.858769079999998,-64.311719120000006
70056,-1612,17.858797979999999,-64.307414679999994
70057,-1638,17.858826780000001,-64.303110230000001
70058,-1688,17.858855490000000,-64.298805770000001
70059,-1828,17.858884100000001,-64.294501310000001
70060,-1869,17.858912620000002,-64.290196839999993
70061,-1862,17.858941049999999,-64.285892360000005
70062,-1842,17.858969370000001,-64.281587869999996
70115,-811,17.860334920000000,-64.053439290000000
70116,-783,17.860358130000002,-64.049134409999994
70117,-776,17.860381230000002,-64.044829530000001
70118,-765,17.860404240000001,-64.040524629999993
70119,-754,17.860427160000000,-64.036219729999999
70120,-741,17.860449979999999,-64.031914830000005
70121,-732,17.860472710000000,-64.027609920000003
70427,-3624,17.849959219999999,-64.884083180000005
70428,-3574,17.850000730000001,-64.879780150000002
70429,-3546,17.850042139999999,-64.875477119999999
70430,-3514,17.850083450000000,-64.871174069999995
70431,-3491,17.850124670000000,-64.866871009999997
70432,-3494,17.850165799999999,-64.862567940000005
70433,-3528,17.850206830000001,-64.858264860000006
70434,-3599,17.850247769999999,-64.853961769999998
70435,-3695,17.850288610000000,-64.849658660000003
70436,-3762,17.850329349999999,-64.845355549999994
70437,-3785,17.850370009999999,-64.841052419999997
70464,-2879,17.851431770000001,-64.724863749999997
70465,-2895,17.851469770000001,-64.720560309999996
70466,-2908,17.851507670000000,-64.716256860000001
70467,-2876,17.851545479999999,-64.711953399999999
70468,-2851,17.851583189999999,-64.707649930000002
70469,-2842,17.851620810000000,-64.703346449999998
70470,-2817,17.851658340000000,-64.699042960000000
70507,-1281,17.852980030000001,-64.539806630000001
70508,-1249,17.853013950000001,-64.535502760000000
70509,-1194,17.853047780000001,-64.531198880000005
70510,-1135,17.853081509999999,-64.526894990000002
70511,-1098,17.853115140000000,-64.522591079999998
70512,-1062,17.853148680000000,-64.518287169999994
70513,-1037,17.853182130000000,-64.513983249999995
70514,-1005,17.853215479999999,-64.509679329999997
70515,-952,17.853248730000001,-64.505375389999998
70516,-894,17.853281899999999,-64.501071440000004
70517,-842,17.853314959999999,-64.496767480000003
70518,-809,17.853347930000002,-64.492463520000001
70519,-780,17.853380810000001,-64.488159539999998
70520,-767,17.853413589999999,-64.483855559999995
70521,-760,17.853446280000000,-64.479551560000004
70522,-744,17.853478870000000,-64.475247560000000
70523,-761,17.853511359999999,-64.470943550000001
70524,-828,17.853543770000002,-64.466639520000001
70525,-907,17.853576069999999,-64.462335490000001
70526,-956,17.853608280000000,-64.458031449999993
70527,-983,17.853640400000000,-64.453727409999999
70528,-999,17.853672419999999,-64.449423350000004
70529,-1007,17.853704350000001,-64.445119280000000
70530,-1002,17.853736179999999,-64.440815209999997
70531,-952,17.853767919999999,-64.436511120000006
70532,-885,17.853799559999999,-64.432207030000001
70533,-890,17.853831110000002,-64.427902919999994
70534,-941,17.853862560000000,-64.423598810000001
70535,-947,17.853893920000001,-64.419294690000001
70536,-948,17.853925189999998,-64.414990560000007
70537,-958,17.853956350000001,-64.410686429999998
70538,-990,17.853987430000000,-64.406382280000003
70539,-1032,17.854018409999998,-64.402078119999999
70540,-1090,17.854049289999999,-64.397773959999995
70541,-1134,17.854080079999999,-64.393469789999997
70542,-1165,17.854110769999998,-64.389165610000006
70543,-1199,17.854141370000001,-64.384861419999993
70544,-1232,17.854171879999999,-64.380557220000000
70545,-1270,17.854202290000000,-64.376253009999999
70546,-1306,17.854232600000000,-64.371948799999998
70547,-1340,17.854262819999999,-64.367644569999996
70549,-1400,17.854322969999998,-64.359036099999997
70550,-1425,17.854352909999999,-64.354731849999993
70551,-1446,17.854382749999999,-64.350427589999995
70552,-1467,17.854412490000001,-64.346123320000004
70553,-1486,17.854442140000000,-64.341819049999998
70554,-1506,17.854471700000001,-64.337514769999999
70555,-1522,17.854501160000002,-64.333210480000005
70556,-1535,17.854530520000001,-64.328906180000004
70557,-1543,17.854559800000001,-64.324601869999995
70558,-1545,17.854588969999998,-64.320297550000006
70559,-1552,17.854618049999999,-64.315993230000004
70560,-1565,17.854647040000000,-64.311688899999993
70561,-1587,17.854675929999999,-64.307384560000003
70562,-1647,17.854704720000001,-64.303080210000005
70563,-1722,17.854733430000000,-64.298775849999998
70564,-1833,17.854762030000000,-64.294471490000006
70620,-828,17.856212500000002,-64.053415020000003
70621,-794,17.856235689999998,-64.049110240000005
70622,-780,17.856258789999998,-64.044805449999998
70623,-765,17.856281800000001,-64.040500660000006
70624,-753,17.856304710000000,-64.036195860000007
70625,-743,17.856327520000001,-64.031891049999999
70934,-3425,17.845921220000001,-64.875433930000000
70935,-3420,17.845962530000001,-64.871130980000004
70936,-3421,17.846003740000000,-64.866828029999994
70937,-3445,17.846044859999999,-64.862525050000002
70938,-3488,17.846085880000000,-64.858222069999997
70939,-3548,17.846126800000000,-64.853919079999997
70940,-3636,17.846167630000000,-64.849616069999996
70941,-3708,17.846208369999999,-64.845313050000001
70942,-3733,17.846249010000001,-64.841010030000007
70943,-3759,17.846289559999999,-64.836706989999996
70970,-2800,17.847348510000000,-64.720520690000001
70971,-2820,17.847386400000001,-64.716217340000000
70972,-2793,17.847424199999999,-64.711913980000006
70973,-2743,17.847461899999999,-64.707610610000003
70974,-2711,17.847499509999999,-64.703307229999993
70975,-2672,17.847537020000001,-64.699003829999995
70990,-1891,17.848088359999998,-64.634451709999993
70991,-1905,17.848124360000000,-64.630148160000005
70992,-1923,17.848160260000000,-64.625844590000000
70993,-1940,17.848196070000000,-64.621541010000001
70994,-1962,17.848231779999999,-64.617237430000003
70995,-1975,17.848267400000001,-64.612933830000003
70996,-1951,17.848302919999998,-64.608630219999995
70997,-1938,17.848338349999999,-64.604326599999993
70998,-1952,17.848373680000002,-64.600022980000006
70999,-1936,17.848408920000001,-64.595719340000002
71000,-1900,17.848444069999999,-64.591415690000005
71001,-1882,17.848479120000000,-64.587112039999994
71002,-1886,17.848514070000000,-64.582808369999995
71003,-1896,17.848548930000000,-64.578504690000003
71004,-1882,17.848583690000002,-64.574201009999996
71005,-1875,17.848618360000000,-64.569897310000002
71006,-1845,17.848652940000001,-64.565593600000000
71007,-1731,17.848687420000001,-64.561289889999998
71008,-1601,17.848721810000001,-64.556986159999994
71009,-1504,17.848756099999999,-64.552682430000004
71010,-1434,17.848790290000000,-64.548378679999999
71011,-1373,17.848824390000001,-64.544074929999994
71012,-1326,17.848858400000001,-64.539771169999995
71013,-1271,17.848892310000000,-64.535467389999994
71014,-1212,17.848926129999999,-64.531163609999993
71015,-1153,17.848959850000000,-64.526859819999999
71016,-1094,17.848993470000000,-64.522556019999996
71017,-1036,17.849027010000000,-64.518252210000000
71018,-993,17.849060439999999,-64.513948389999996
71019,-964,17.849093790000001,-64.509644559999998
71020,-928,17.849127029999998,-64.505340720000007
71021,-876,17.849160189999999,-64.501036869999993
71022,-814,17.849193240000002,-64.496733010000000
71023,-772,17.849226210000001,-64.492429139999999
71024,-745,17.849259069999999,-64.488125269999998
71025,-720,17.849291850000000,-64.483821379999995
71026,-700,17.849324530000001,-64.479517479999998
71027,-684,17.849357110000000,-64.475213580000002
71028,-693,17.849389599999999,-64.470909669999998
71029,-737,17.849421990000000,-64.466605740000006
71030,-786,17.849454290000001,-64.462301810000000
71031,-822,17.849486490000000,-64.457997870000000
71032,-846,17.849518600000000,-64.453693920000006
71033,-854,17.849550619999999,-64.449389960000005
71034,-855,17.849582540000000,-64.445086000000003
71035,-845,17.849614360000000,-64.440782020000000
71036,-798,17.849646090000000,-64.436478030000004
71037,-779,17.849677730000000,-64.432174040000007
71038,-793,17.849709270000002,-64.427870040000002
71039,-827,17.849740709999999,-64.423566019999996
71040,-861,17.849772059999999,-64.419262000000003
71041,-901,17.849803319999999,-64.414957970000003
71042,-931,17.849834479999998,-64.410653929999995
71043,-969,17.849865540000000,-64.406349890000001
71044,-1006,17.849896520000001,-64.402045830000006
71045,-1062,17.849927390000001,-64.397741769999996
71046,-1107,17.849958170000001,-64.393437689999999
71047,-1138,17.849988860000000,-64.389133610000002
71048,-1174,17.850019450000001,-64.384829519999997
71049,-1209,17.850049949999999,-64.380525419999998
71066,-1572,17.850553880000000,-64.307354439999997
71125,-838,17.852090059999998,-64.053390750000005
71126,-811,17.852113249999999,-64.049086070000001
71127,-788,17.852136349999999,-64.044781380000003
71128,-768,17.852159350000001,-64.040476690000006
71129,-755,17.852182249999998,-64.036171990000000
71130,-744,17.852205070000000,-64.031867280000000
71440,-3314,17.841841599999999,-64.871087910000000
71441,-3334,17.841882800000000,-64.866785050000004
71442,-3374,17.841923909999998,-64.862482180000001
71443,-3427,17.841964919999999,-64.858179289999995
71444,-3475,17.842005839999999,-64.853876400000004
71445,-3548,17.842046660000001,-64.849573489999997
71446,-3617,17.842087379999999,-64.845270569999997
71447,-3643,17.842128020000001,-64.840967640000002
71448,-3656,17.842168550000000,-64.836664700000000
71449,-3682,17.842209000000000,-64.832361750000004
71475,-2730,17.843227240000001,-64.720481070000005
71476,-2752,17.843265120000002,-64.716177819999999
71477,-2738,17.843302909999998,-64.711874559999998
71478,-2680,17.843340609999998,-64.707571290000004
71479,-2624,17.843378210000001,-64.703268010000002
71480,-2563,17.843415709999999,-64.698964720000006
71489,-1668,17.843748990000002,-64.660234610000003
71490,-1636,17.843785550000000,-64.655931219999999
71491,-1639,17.843822010000000,-64.651627809999994
71492,-1632,17.843858380000000,-64.647324389999994
71493,-1653,17.843894649999999,-64.643020969999995
71494,-1681,17.843930830000001,-64.638717529999994
71495,-1699,17.843966909999999,-64.634414079999999
71496,-1711,17.844002900000000,-64.630110619999996
71497,-1722,17.844038800000000,-64.625807159999994
71498,-1737,17.844074590000002,-64.621503680000004
71499,-1760,17.844110300000001,-64.617200190000005
71500,-1782,17.844145910000002,-64.612896689999999
71501,-1777,17.844181420000002,-64.608593180000000
71502,-1782,17.844216840000001,-64.604289660000006
71503,-1804,17.844252170000001,-64.599986139999999
71504,-1796,17.844287399999999,-64.595682600000004
71505,-1749,17.844322529999999,-64.591379050000000
71506,-1699,17.844357570000000,-64.587075490000004
71507,-1686,17.844392520000000,-64.582771919999999
71508,-1707,17.844427369999998,-64.578468349999994
71509,-1679,17.844462130000000,-64.574164760000002
71510,-1667,17.844496790000001,-64.569861160000002
71511,-1702,17.844531350000000,-64.565557560000002
71512,-1647,17.844565820000000,-64.561253940000000
71513,-1532,17.844600199999999,-64.556950310000005
71514,-1485,17.844634480000000,-64.552646679999995
71515,-1442,17.844668670000001,-64.548343029999998
71516,-1383,17.844702760000001,-64.544039380000001
71517,-1329,17.844736760000000,-64.539735710000002
71518,-1264,17.844770659999998,-64.535432040000003
71519,-1203,17.844804470000000,-64.531128350000003
71520,-1142,17.844838190000001,-64.526824660000003
71521,-1074,17.844871800000000,-64.522520959999994
71522,-1004,17.844905330000000,-64.518217250000006
71523,-945,17.844938760000002,-64.513913520000003
71524,-903,17.844972089999999,-64.509609789999999
71525,-873,17.845005329999999,-64.505306050000002
71526,-837,17.845038469999999,-64.501002299999996
71527,-784,17.845071520000001,-64.496698539999997
71528,-731,17.845104480000000,-64.492394779999998
71529,-692,17.845137340000001,-64.488090999999997
71530,-659,17.845170100000001,-64.483787210000003
71531,-629,17.845202770000000,-64.479483419999994
71532,-605,17.845235349999999,-64.475179609999998
71533,-598,17.845267830000001,-64.470875800000002
71534,-617,17.845300219999999,-64.466571970000004
71535,-648,17.845332509999999,-64.462268140000006
71536,-676,17.845364700000001,-64.457964300000000
71537,-690,17.845396800000000,-64.453660450000001
71538,-686,17.845428810000001,-64.449356589999994
71539,-680,17.845460719999998,-64.445052720000007
71540,-669,17.845492539999999,-64.440748839999998
71541,-630,17.845524260000001,-64.436444960000003
71542,-658,17.845555890000000,-64.432141060000006
71543,-697,17.845587420000001,-64.427837159999996
71544,-742,17.845618859999998,-64.423533239999998
71545,-804,17.845650200000001,-64.419229319999999
71546,-864,17.845681450000001,-64.414925389999993
71547,-905,17.845712599999999,-64.410621449999994
71548,-949,17.845743660000000,-64.406317500000000
71549,-988,17.845774620000000,-64.402013539999999
71550,-1040,17.845805490000000,-64.397709579999997
71551,-1081,17.845836270000000,-64.393405599999994
71629,-863,17.847944349999999,-64.057671060000004
71630,-844,17.847967629999999,-64.053366490000002
71631,-825,17.847990820000000,-64.049061899999998
71632,-799,17.848013909999999,-64.044757320000002
71633,-774,17.848036900000000,-64.040452720000005
71634,-755,17.848059800000001,-64.036148119999993
71635,-744,17.848082600000001,-64.031843510000002
71946,-3250,17.837761870000001,-64.866742090000002
71947,-3281,17.837802960000001,-64.862439309999999
71948,-3314,17.837843960000001,-64.858136529999996
71949,-3338,17.837884870000000,-64.853833730000005
71950,-3392,17.837925680000001,-64.849530920000007
71951,-3467,17.837966399999999,-64.845228100000000
71952,-3513,17.838007019999999,-64.840925270000000
71953,-3525,17.838047549999999,-64.836622430000006
71954,-3538,17.838087980000001,-64.832319580000004
71955,-3541,17.838128319999999,-64.828016710000000
71980,-2670,17.839105969999999,-64.720441469999997
71981,-2688,17.839143849999999,-64.716138319999999
71982,-2684,17.839181629999999,-64.711835160000007
71983,-2635,17.839219310000001,-64.707531990000007
71984,-2563,17.839256899999999,-64.703228800000005
71985,-2482,17.839294400000000,-64.698925610000003
71992,-1666,17.839554220000000,-64.668802959999994
71993,-1564,17.839590950000002,-64.664499690000000
71994,-1498,17.839627600000000,-64.660196400000004
71995,-1450,17.839664140000000,-64.655893100000000
71996,-1429,17.839700600000000,-64.651589790000003
71997,-1420,17.839736960000000,-64.647286469999997
71998,-1448,17.839773220000001,-64.642983150000006
71999,-1486,17.839809389999999,-64.638679809999999
72000,-1510,17.839845459999999,-64.634376459999999
72001,-1522,17.839881439999999,-64.630073100000004
72002,-1529,17.839917329999999,-64.625769730000002
72003,-1535,17.839953120000001,-64.621466350000006
72004,-1558,17.839988810000001,-64.617162960000002
72005,-1593,17.840024410000002,-64.612859560000004
72006,-1603,17.840059920000002,-64.608556149999998
72007,-1615,17.840095330000000,-64.604252740000007
72008,-1636,17.840130649999999,-64.599949310000000
72009,-1639,17.840165870000000,-64.595645869999998
72010,-1599,17.840200990000000,-64.591342420000004
72011,-1529,17.840236030000000,-64.587038960000001
72012,-1486,17.840270960000002,-64.582735490000005
72013,-1499,17.840305810000000,-64.578432010000000
72014,-1476,17.840340550000001,-64.574128520000002
72015,-1452,17.840375210000001,-64.569825030000004
72016,-1507,17.840409760000000,-64.565521520000004
72017,-1540,17.840444229999999,-64.561217999999997
72018,-1481,17.840478600000001,-64.556914469999995
72019,-1440,17.840512870000001,-64.552610939999994
72020,-1411,17.840547050000001,-64.548307390000005
72021,-1365,17.840581130000000,-64.544003829999994
72022,-1316,17.840615119999999,-64.539700269999997
72023,-1247,17.840649020000001,-64.535396689999999
72024,-1174,17.840682820000001,-64.531093110000000
72025,-1100,17.840716520000001,-64.526789510000000
72026,-1022,17.840750130000000,-64.522485910000000
72027,-940,17.840783649999999,-64.518182300000007
72028,-873,17.840817070000000,-64.513878669999997
72029,-821,17.840850390000000,-64.509575040000001
72030,-788,17.840883620000000,-64.505271399999998
72031,-761,17.840916759999999,-64.500967750000001
72032,-718,17.840949800000001,-64.496664089999996
72033,-666,17.840982749999998,-64.492360419999997
72034,-618,17.841015599999999,-64.488056740000005
72035,-571,17.841048359999998,-64.483753050000004
72036,-522,17.841081020000001,-64.479449360000004
72037,-475,17.841113589999999,-64.475145650000002
72038,-443,17.841146060000000,-64.470841940000000
72039,-440,17.841178440000000,-64.466538209999996
72040,-464,17.841210719999999,-64.462234480000006
72041,-496,17.841242909999998,-64.457930730000001
72042,-513,17.841275000000000,-64.453626979999996
72043,-504,17.841307000000000,-64.449323219999997
72044,-506,17.841338900000000,-64.445019450000004
72045,-515,17.841370710000000,-64.440715670000003
72134,-861,17.843821920000000,-64.057646710000000
72135,-844,17.843845200000001,-64.053342229999998
72136,-827,17.843868380000000,-64.049037749999997
72137,-806,17.843891459999998,-64.044733260000001
72138,-780,17.843914450000000,-64.040428759999998
72139,-758,17.843937340000000,-64.036124259999994
72140,-743,17.843960140000000,-64.031819749999997
