pointid,grid_code,Longitude_DD,Latitude_DD
44492,10.8845291,-64.731171889999999,18.057453620000000
44493,11.3976030,-64.726863480000006,18.057492180000001
44494,12.5951672,-64.722555060000005,18.057530640000000
44495,13.5642948,-64.718246629999996,18.057569010000002
44994,8.6685448,-64.744056389999997,18.053216230000000
44995,9.4223957,-64.739748120000002,18.053255069999999
44996,10.5125866,-64.735439830000004,18.053293810000000
44997,11.6723919,-64.731131529999999,18.053332460000000
44998,12.9140978,-64.726823220000000,18.053371009999999
44999,13.6991425,-64.722514899999993,18.053409469999998
45000,13.2067528,-64.718206570000007,18.053447830000000
45499,8.8488731,-64.744015739999995,18.049095099999999
45500,9.8548183,-64.739707569999993,18.049133930000000
45501,11.3111038,-64.735399380000004,18.049172670000001
45502,12.4841175,-64.731091180000007,18.049211310000000
45503,13.3418121,-64.726782970000002,18.049249849999999
45504,13.3681631,-64.722474750000003,18.049288300000001
46004,10.0539875,-64.743975109999994,18.044973970000001
46005,10.5457907,-64.739667030000007,18.045012799999999
46006,11.1618929,-64.735358939999998,18.045051520000001
46007,11.4426031,-64.731050850000003,18.045090150000000
46008,11.7644253,-64.726742740000006,18.045128680000001
46009,11.7854900,-64.722434620000001,18.045167119999999
46509,9.7501688,-64.743934479999993,18.040852839999999
46510,9.6934471,-64.739626500000000,18.040891649999999
46511,9.7563677,-64.735318520000007,18.040930370000002
46512,9.8248377,-64.731010519999998,18.040968990000000
46513,9.9744091,-64.726702509999996,18.041007510000000
46514,10.3149624,-64.722394489999999,18.041045940000000
47013,8.5093832,-64.748201730000005,18.036692810000002
47014,8.5197268,-64.743893869999994,18.036731710000002
47015,8.4616241,-64.739585989999995,18.036770510000000
47016,8.9238949,-64.735278100000002,18.036809219999999
47017,9.5614758,-64.730970200000002,18.036847829999999
47018,9.7375135,-64.726662300000001,18.036886339999999
47019,10.3497477,-64.722354379999999,18.036924760000002
47518,7.1226048,-64.748161030000006,18.032571690000001
47519,7.1818447,-64.743853259999995,18.032610580000000
47520,7.4633837,-64.739545480000004,18.032649370000001
47521,8.2286263,-64.735237699999999,18.032688069999999
47522,9.1245012,-64.730929900000007,18.032726669999999
47523,9.7281322,-64.726622090000006,18.032765170000001
47524,10.9978065,-64.722314269999998,18.032803579999999
48023,6.9228945,-64.748120330000006,18.028450560000000
48024,6.9032760,-64.743812669999997,18.028489440000001
48025,7.1752877,-64.739504990000000,18.028528219999998
48026,7.7059669,-64.735197299999996,18.028566909999999
48027,8.6825695,-64.730889610000006,18.028605500000001
48028,9.8234625,-64.726581899999999,18.028644000000000
48029,10.8967123,-64.722274179999999,18.028682400000001
48528,7.5333314,-64.748079649999994,18.024329430000002
48529,7.3388295,-64.743772079999999,18.024368299999999
48530,7.3922873,-64.739464510000005,18.024407069999999
48531,8.0498648,-64.735156919999994,18.024445750000002
48532,9.2052803,-64.730849320000004,18.024484330000000
48533,9.9870243,-64.726541720000000,18.024522820000001
48534,9.2477036,-64.722234099999994,18.024561210000002
49034,7.1648507,-64.743731510000003,18.020247160000000
49035,7.2568574,-64.739424040000003,18.020285930000000
49036,8.2229996,-64.735116550000001,18.020324590000001
49037,8.9759569,-64.730809050000005,18.020363170000000
49038,8.6396742,-64.726501549999995,18.020401639999999
49039,6.2399120,-64.722194029999997,18.020440019999999
49539,7.0460682,-64.743690950000001,18.016126020000002
49540,6.9320025,-64.739383570000001,18.016164770000000
49541,7.0671544,-64.735076190000001,18.016203430000001
49542,6.7088261,-64.730768789999999,18.016241999999998
49543,5.8085008,-64.726461380000003,18.016280460000001
49544,2.7441962,-64.722153969999994,18.016318829999999
50044,6.4395857,-64.743650400000007,18.012004879999999
50045,5.8423481,-64.739343120000001,18.012043620000000
50046,4.5482912,-64.735035839999995,18.012082270000001
50047,3.5800841,-64.730728540000001,18.012120820000000
50048,3.4325526,-64.726421230000000,18.012159279999999
50049,0.5072873,-64.722113919999998,18.012197640000000
50549,3.7298713,-64.743609860000007,18.007883730000000
50550,3.1839702,-64.739302690000002,18.007922470000000
50551,1.8164551,-64.734995499999997,18.007961110000000
50552,1.4543424,-64.730688299999997,18.007999649999999
50553,2.6370447,-64.726381090000004,18.008038100000000
50554,1.9996384,-64.722073879999996,18.008076450000001
51054,0.6915042,-64.743569330000000,18.003762580000000
51055,0.8369436,-64.739262260000004,18.003801310000000
51056,0.6936394,-64.734955170000006,18.003839939999999
51057,0.9730877,-64.730648070000001,18.003878470000000
51058,1.5823197,-64.726340969999995,18.003916910000001
51059,3.3801897,-64.722033850000003,18.003955260000001
51559,1.3201076,-64.743528810000001,17.999641430000000
51560,1.4853415,-64.739221839999999,17.999680150000000
51561,0.4130100,-64.734914849999996,17.999718770000001
51562,1.8321086,-64.730607860000006,17.999757299999999
51563,0.2962349,-64.726300850000001,17.999795729999999
51564,5.0426168,-64.721993830000002,17.999834060000001
51565,5.4230332,-64.717686799999996,17.999872300000000
52064,1.4813566,-64.743488310000004,17.995520280000001
52065,0.5183421,-64.739181430000002,17.995558989999999
52066,2.0811701,-64.734874550000001,17.995597600000000
52067,2.4868641,-64.730567649999998,17.995636120000000
52068,2.9884801,-64.726260740000001,17.995674540000000
52069,6.0250378,-64.721953819999996,17.995712860000001
52070,3.9391541,-64.717646889999997,17.995751089999999
52569,0.2512073,-64.743447810000006,17.991399130000001
52570,2.5485833,-64.739141029999999,17.991437829999999
52571,4.3445330,-64.734834250000006,17.991476429999999
52572,1.7674084,-64.730527449999997,17.991514939999998
52573,5.7704892,-64.726220639999994,17.991553350000000
52574,5.4648190,-64.721913830000005,17.991591660000001
52575,2.6037419,-64.717607000000001,17.991629880000001
53074,2.0022213,-64.743407329999997,17.987277970000001
53075,4.9709272,-64.739100649999997,17.987316660000001
53076,3.9549792,-64.734793960000005,17.987355260000001
53077,4.2650223,-64.730487269999998,17.987393749999999
53078,6.8525448,-64.726180560000003,17.987432150000000
53079,3.7964983,-64.721873840000001,17.987470460000001
53080,1.9206591,-64.717567110000005,17.987508670000000
53580,6.1121521,-64.739060269999996,17.983195500000001
53581,2.4687033,-64.734753690000005,17.983234079999999
53582,7.0916843,-64.730447089999998,17.983272570000000
53583,6.0846801,-64.726140479999998,17.983310960000001
53584,2.6224625,-64.721833860000004,17.983349260000001
53585,1.9603593,-64.717527230000002,17.983387459999999
54085,6.1140189,-64.739019909999996,17.979074330000000
54086,3.5317376,-64.734713420000006,17.979112900000001
54087,8.5713024,-64.730406930000001,17.979151380000001
54088,4.8556166,-64.726100419999995,17.979189760000001
54089,2.2033744,-64.721793899999994,17.979228050000000
54090,1.8964127,-64.717487370000001,17.979266240000001
54091,2.4981103,-64.713180829999999,17.979304339999999
54590,4.7046390,-64.738979560000004,17.974953159999998
54591,6.4215302,-64.734673169999994,17.974991719999998
54592,8.9525385,-64.730366770000003,17.975030189999998
54593,3.8878865,-64.726060369999999,17.975068570000001
54594,2.0255618,-64.721753949999993,17.975106839999999
54595,1.6119232,-64.717447519999993,17.975145030000000
54596,1.9355947,-64.713141080000000,17.975183110000000
55095,3.4325526,-64.738939220000006,17.970831990000001
55096,9.2512817,-64.734632930000004,17.970870540000000
55097,8.3159981,-64.730326629999993,17.970908999999999
55098,3.2695515,-64.726020320000003,17.970947370000001
55099,2.0707388,-64.721714000000006,17.970985630000001
55100,1.6136028,-64.717407670000000,17.971023809999998
55101,2.0208180,-64.713101330000001,17.971061890000001
55601,10.8041763,-64.734592699999993,17.966749360000001
55602,7.1245027,-64.730286500000005,17.966787810000000
55603,3.1579566,-64.725980289999995,17.966826160000000
55604,2.5633962,-64.721674070000006,17.966864420000000
55605,2.2233813,-64.717367839999994,17.966902590000000
55606,2.0775013,-64.713061600000003,17.966940659999999
56106,10.7041731,-64.734552480000005,17.962628169999999
56107,6.0644126,-64.730246379999997,17.962666609999999
56108,3.6168816,-64.725940269999995,17.962704960000000
56109,3.0150716,-64.721634150000000,17.962743209999999
56110,2.3200786,-64.717328019999997,17.962781360000001
56111,1.5331533,-64.713021879999999,17.962819419999999
56611,9.5818682,-64.734512269999996,17.958506990000000
56612,5.9199638,-64.730206269999996,17.958545420000000
56613,4.5500646,-64.725900260000003,17.958583749999999
56614,3.7326305,-64.721594240000002,17.958621999999998
56615,2.7544754,-64.717288210000007,17.958660139999999
56616,1.8144212,-64.712982170000004,17.958698190000000
56617,1.1818664,-64.708676109999999,17.958736139999999
57116,8.8802481,-64.734472069999995,17.954385800000001
57117,7.1085548,-64.730166170000004,17.954424220000000
57118,6.0391707,-64.725860260000005,17.954462549999999
57119,5.0799236,-64.721554339999997,17.954500780000000
57120,3.9199536,-64.717248409999996,17.954538910000000
57121,2.8405554,-64.712942459999994,17.954576960000001
57122,1.8470960,-64.708636510000005,17.954614899999999
57621,8.2688541,-64.734431880000002,17.950264610000001
57622,7.9373150,-64.730126080000005,17.950303020000000
57623,7.1380124,-64.725820270000000,17.950341340000001
57624,6.2041888,-64.721514450000001,17.950379559999998
57625,5.0297303,-64.717208619999994,17.950417689999998
57626,3.8472791,-64.712902769999999,17.950455720000001
57627,2.4647157,-64.708596920000005,17.950493649999999
58126,6.4168100,-64.734391700000003,17.946143419999999
58127,7.3806353,-64.730086000000000,17.946181820000000
58128,7.1567597,-64.725780290000003,17.946220130000000
58129,6.6709070,-64.721474569999998,17.946258340000000
58130,5.9112139,-64.717168839999999,17.946296459999999
58131,4.8276272,-64.712863089999999,17.946334480000001
58132,3.2712774,-64.708557339999999,17.946372409999999
58632,5.9544659,-64.730045930000003,17.942060619999999
58633,6.6372881,-64.725740320000000,17.942098919999999
58634,6.5215144,-64.721434700000003,17.942137120000002
58635,6.2680373,-64.717129069999999,17.942175230000000
58636,5.6897521,-64.712823430000000,17.942213240000001
58637,4.4544377,-64.708517770000000,17.942251160000001
59137,4.1608648,-64.730005879999993,17.937939409999998
59138,5.3792853,-64.725700369999998,17.937977700000001
59139,5.1607080,-64.721394840000002,17.938015889999999
59140,5.3693123,-64.717089310000006,17.938053990000000
59141,6.0984321,-64.712783770000001,17.938092000000001
59142,6.1205277,-64.708478209999996,17.938129900000000
59642,3.8142722,-64.729965829999998,17.933818200000001
59643,4.3454900,-64.725660419999997,17.933856479999999
59644,3.4428291,-64.721355000000003,17.933894670000001
59645,4.0344968,-64.717049560000007,17.933932760000001
59646,6.0649333,-64.712744119999996,17.933970750000000
59647,7.3876548,-64.708438670000007,17.934008649999999
60147,3.8427544,-64.729925800000004,17.929697000000001
60148,3.7831123,-64.725620480000003,17.929735269999998
60149,3.7182209,-64.721315160000003,17.929773440000002
60150,4.8411632,-64.717009829999995,17.929811520000001
60151,5.8709464,-64.712704479999999,17.929849510000000
60152,6.8065052,-64.708399130000004,17.929887390000001
60652,4.7288775,-64.729885769999996,17.925575790000000
60653,4.8542585,-64.725580559999997,17.925614050000000
60654,5.2925200,-64.721275340000005,17.925652209999999
60655,5.7582121,-64.716970099999998,17.925690280000001
60656,5.3557730,-64.712664860000004,17.925728260000000
60657,5.2204118,-64.708359599999994,17.925766140000000
60798,7.8973136,-64.101224779999995,17.930153369999999
60799,8.6166143,-64.096918279999997,17.930177709999999
60800,9.7359304,-64.092611779999999,17.930201969999999
60807,13.1620436,-64.062466079999993,17.930369060000000
60808,24.0830002,-64.058159520000004,17.930392550000001
60809,34.3892174,-64.053852960000000,17.930415940000000
60810,34.3930588,-64.049546390000003,17.930439239999998
60811,28.3353767,-64.045239809999998,17.930462439999999
60812,24.2468128,-64.040933229999993,17.930485550000000
61156,2.7804043,-64.734150860000000,17.921416229999998
61157,4.1303964,-64.729845760000003,17.921454570000002
61158,4.5098605,-64.725540649999999,17.921492820000001
61159,4.6402683,-64.721235519999993,17.921530980000000
61160,4.6768785,-64.716930390000002,17.921569040000001
61161,4.5155492,-64.712625239999994,17.921607009999999
61162,4.2597408,-64.708320079999993,17.921644879999999
61301,7.2685843,-64.109812070000004,17.925982059999999
61302,8.3995886,-64.105505690000001,17.926006600000001
61303,5.0177832,-64.101199300000005,17.926031030000001
61304,4.8947768,-64.096892900000000,17.926055370000000
61305,7.3768773,-64.092586499999996,17.926079619999999
61306,9.2297688,-64.088280089999998,17.926103770000001
61307,9.9673824,-64.083973670000006,17.926127829999999
61308,9.9932785,-64.079667250000000,17.926151789999999
61309,9.7156410,-64.075360820000000,17.926175650000001
61310,9.4896803,-64.071054380000007,17.926199420000000
61311,10.0864916,-64.066747939999999,17.926223090000001
61312,14.9700565,-64.062441489999998,17.926246670000001
61313,26.1606236,-64.058135030000003,17.926270160000001
61314,32.4951324,-64.053828569999993,17.926293540000000
61315,29.3645592,-64.049522100000004,17.926316839999998
61316,25.0335293,-64.045215630000001,17.926340029999999
61317,23.4697208,-64.040909139999997,17.926363139999999
61318,20.2692280,-64.036602660000000,17.926386140000002
61661,1.3128099,-64.734110759999993,17.917295020000001
61662,2.3025188,-64.729805760000005,17.917333360000001
61663,2.7274878,-64.725500740000001,17.917371599999999
61664,2.8920701,-64.721195719999997,17.917409750000001
61665,3.0002916,-64.716890680000006,17.917447800000001
61666,3.4800355,-64.712585640000000,17.917485760000002
61667,3.8073273,-64.708280579999993,17.917523620000001
61804,6.3649139,-64.118398940000006,17.921810399999998
61805,5.1398268,-64.114092670000005,17.921835120000001
61806,5.6437244,-64.109786389999996,17.921859739999999
61807,6.9497981,-64.105480110000002,17.921884270000000
61808,4.9896941,-64.101173820000000,17.921908699999999
61809,3.1062186,-64.096867529999997,17.921933030000002
61810,4.9348073,-64.092561219999993,17.921957270000000
61811,7.8721356,-64.088254910000003,17.921981420000002
61812,10.3178911,-64.083948599999999,17.922005469999998
61813,11.2842445,-64.079642269999994,17.922029420000001
61814,11.1410933,-64.075335940000002,17.922053280000000
61815,11.2703829,-64.071029609999997,17.922077040000001
61816,13.0104694,-64.066723260000003,17.922100709999999
61817,18.8765488,-64.062416909999996,17.922124279999998
61818,27.0751209,-64.058110560000003,17.922147760000001
61819,28.6637402,-64.053804189999994,17.922171140000000
61820,24.7331104,-64.049497819999999,17.922194430000001
61821,24.6878586,-64.045191450000004,17.922217620000001
61822,25.0376205,-64.040885059999994,17.922240720000001
61823,17.5167084,-64.036578669999997,17.922263720000000
61824,10.1603527,-64.032272280000001,17.922286620000001
62166,0.6039901,-64.734070669999994,17.913173810000000
62167,1.0012933,-64.729765760000006,17.913212139999999
62168,1.2916232,-64.725460850000005,17.913250370000000
62169,2.2230494,-64.721155920000001,17.913288510000001
62170,2.2774911,-64.716850989999998,17.913326560000002
62171,2.5482938,-64.712546040000007,17.913364500000000
62172,3.0792239,-64.708241079999993,17.913402349999998
62307,13.6679134,-64.126985390000002,17.917638380000000
62308,10.8365784,-64.122679230000003,17.917663279999999
62309,7.7011566,-64.118373070000004,17.917688089999999
62310,6.1204085,-64.114066899999997,17.917712800000000
62311,6.2180977,-64.109760730000005,17.917737410000001
62312,6.7630024,-64.105454539999997,17.917761930000001
62313,5.6900516,-64.101148350000003,17.917786360000001
62314,4.7794318,-64.096842159999994,17.917810690000000
62315,5.5602226,-64.092535949999998,17.917834920000001
62316,7.5670810,-64.088229740000003,17.917859060000001
62317,9.7899656,-64.083923530000007,17.917883100000001
62318,11.2981701,-64.079617299999995,17.917907050000000
62319,12.7738457,-64.075311069999998,17.917930909999999
62320,15.6588802,-64.071004840000001,17.917954659999999
62321,20.0253105,-64.066698590000001,17.917978330000000
62322,24.6675777,-64.062392340000002,17.918001889999999
62323,26.9649086,-64.058086079999995,17.918025360000001
62324,24.3015156,-64.053779820000003,17.918048740000000
62325,21.9165192,-64.049473550000002,17.918072020000000
62326,25.6966457,-64.045167269999993,17.918095210000001
62327,26.4303646,-64.040860989999999,17.918118300000000
62328,15.8494883,-64.036554699999996,17.918141290000001
62329,5.7634892,-64.032248400000000,17.918164189999999
62330,5.8987017,-64.027942100000004,17.918187000000000
62671,0.4462847,-64.734030590000003,17.909052610000000
62672,0.6060271,-64.729725779999995,17.909090920000001
62673,1.1514571,-64.725420970000002,17.909129149999998
62674,3.0189791,-64.721116140000007,17.909167279999998
62675,2.5656011,-64.716811300000003,17.909205310000001
62676,2.4640174,-64.712506460000000,17.909243249999999
62677,2.1804769,-64.708201599999995,17.909281090000000
62801,4.3647552,-64.174325479999993,17.913235950000001
62802,4.8199325,-64.170019499999995,17.913261890000001
62803,5.7136450,-64.165713519999997,17.913287740000001
62804,7.6793780,-64.161407519999997,17.913313490000000
62805,11.4840927,-64.157101519999998,17.913339149999999
62806,15.4271431,-64.152795519999998,17.913364710000000
62807,15.8206654,-64.148489499999997,17.913390170000000
62809,12.7502842,-64.139877459999994,17.913440820000002
62810,12.7289944,-64.135571420000005,17.913466000000000
62811,13.8649006,-64.131265380000002,17.913491090000001
62812,14.5244608,-64.126959330000005,17.913516080000001
62813,12.5814590,-64.122653279999994,17.913540970000000
62814,9.6188374,-64.118347209999996,17.913565770000002
62815,7.8951225,-64.114041139999998,17.913590480000000
62816,8.4887400,-64.109735069999999,17.913615090000000
62817,9.1447153,-64.105428979999999,17.913639600000000
62818,8.4227381,-64.101122889999999,17.913664019999999
62819,7.8140507,-64.096816799999999,17.913688340000000
62820,8.5110426,-64.092510689999997,17.913712570000001
62821,9.6810303,-64.088204579999996,17.913736700000001
62822,10.6445255,-64.083898460000000,17.913760740000001
62823,12.3959055,-64.079592340000005,17.913784679999999
62824,15.9436979,-64.075286210000002,17.913808530000001
62825,21.2126484,-64.070980070000005,17.913832280000001
62826,26.0915947,-64.066673929999993,17.913855940000001
62827,27.8916874,-64.062367780000002,17.913879500000000
62828,25.3868771,-64.058061620000004,17.913902969999999
62829,21.8595734,-64.053755449999997,17.913926340000000
62830,23.3252201,-64.049449280000005,17.913949610000000
